0.003704, 0.148148, 50
0.015570, 0.237321, 50
0.035344, 0.395488, 50
0.063023, 0.553584, 50
0.098602, 0.711578, 50
0.142074, 0.869439, 50
0.193431, 1.027134, 50
0.252662, 1.184628, 50
0.319756, 1.341882, 50
0.394699, 1.498858, 50
0.477475, 1.655511, 50
0.568065, 1.811798, 50
0.666448, 1.967669, 50
0.772602, 2.123074, 50
0.886500, 2.277961, 50
1.008114, 2.432276, 50
1.137412, 2.585963, 50
1.274360, 2.738965, 50
1.418921, 2.891226, 50
1.571056, 3.042691, 50
1.730721, 3.193304, 50
1.897872, 3.343012, 50
2.072460, 3.491766, 50
2.254436, 3.639517, 50
2.443747, 3.786223, 50
2.640339, 3.931843, 50
2.844156, 4.076341, 50
3.051309, 4.143058, 50
3.257947, 4.132749, 50
3.464068, 4.122437, 50
3.669675, 4.112133, 50
3.874767, 4.101847, 50
4.079347, 4.091585, 50
4.283414, 4.081352, 50
4.486972, 4.071150, 50
4.690021, 4.060979, 50
4.892563, 4.050837, 50
5.094599, 4.040722, 50
5.296130, 4.030630, 50
5.497158, 4.020555, 50
5.697683, 4.010493, 50
5.897705, 4.000437, 50
6.097224, 3.990382, 50
6.296240, 3.980320, 50
6.494752, 3.970246, 50
6.692760, 3.960154, 50
6.890262, 3.950040, 50
7.087256, 3.939899, 50
7.283743, 3.929728, 50
7.479719, 3.919526, 50
7.675184, 3.909293, 50
7.870135, 3.899031, 50
8.064573, 3.888744, 50
8.258494, 3.878437, 50
8.451901, 3.868121, 50
8.644791, 3.857807, 50
8.837166, 3.847510, 50
9.029029, 3.837249, 50
9.220381, 3.827047, 50
9.411228, 3.816927, 50
9.601574, 3.806921, 50
9.791427, 3.797061, 50
9.980796, 3.787384, 50
10.169692, 3.777931, 50
10.358130, 3.768744, 50
10.546123, 3.759870, 50
10.733691, 3.751356, 50
10.920854, 3.743251, 50
11.107634, 3.735606, 50
11.290500, 3.657315, 50
11.466576, 3.521526, 50
11.639676, 3.461997, 50
11.809296, 3.392406, 50
11.974858, 3.311241, 50
12.135719, 3.217219, 50
12.291208, 3.109790, 50
12.440707, 2.989981, 50
12.583790, 2.861652, 50
12.720435, 2.732909, 50
12.851281, 2.616901, 50
12.977810, 2.530594, 50
13.102332, 2.490433, 50
13.227630, 2.505971, 50
13.356398, 2.575355, 50
13.490708, 2.686192, 50
13.631764, 2.821123, 50
13.779961, 2.963934, 50
13.935109, 3.102976, 50
14.093694, 3.171686, 50
14.251624, 3.158601, 50
14.407711, 3.121737, 50
14.560993, 3.065652, 50
14.710682, 2.993782, 50
14.856136, 2.909070, 50
14.996832, 2.813913, 50
15.132343, 2.710222, 50
15.262317, 2.599495, 50
15.386463, 2.482907, 50
15.504532, 2.361379, 50
15.616313, 2.235631, 50
15.721625, 2.106237, 50
15.820308, 1.973651, 50
15.912220, 1.838245, 50
15.997236, 1.700324, 50
16.075243, 1.560147, 50
16.146140, 1.417940, 50
16.209836, 1.273909, 50
16.266248, 1.128244, 50
16.315305, 0.981130, 50
16.356942, 0.832749, 50
16.391106, 0.683286, 50
16.417753, 0.532928, 50
16.436846, 0.381866, 50
16.448361, 0.230298, 50
16.452282, 0.078422, 50
16.452343, 0.001216, 50
16.452343, 0.000000, 50
