0.003704, 0.148148, 50
0.014626, 0.218443, 50
0.032830, 0.364084, 50
0.058317, 0.509741, 50
0.091088, 0.655421, 50
0.131145, 0.801132, 50
0.178489, 0.946881, 50
0.233122, 1.092673, 50
0.295048, 1.238517, 50
0.364269, 1.384418, 50
0.440788, 1.530384, 50
0.524609, 1.676422, 50
0.615736, 1.822539, 50
0.714174, 1.968742, 50
0.819925, 2.115038, 50
0.932997, 2.261435, 50
1.053394, 2.407940, 50
1.181122, 2.554559, 50
1.316187, 2.701301, 50
1.458596, 2.848172, 50
1.608355, 2.995181, 50
1.765472, 3.142333, 50
1.929953, 3.289637, 50
2.101808, 3.437100, 50
2.281045, 3.584729, 50
2.467671, 3.732531, 50
2.661697, 3.880514, 50
2.859468, 3.955420, 50
3.057324, 3.957126, 50
3.255266, 3.958833, 50
3.453293, 3.960542, 50
3.651406, 3.962251, 50
3.849604, 3.963961, 50
4.047887, 3.965672, 50
4.246256, 3.967383, 50
4.444711, 3.969094, 50
4.643251, 3.970804, 50
4.841877, 3.972515, 50
5.040588, 3.974226, 50
5.239385, 3.975936, 50
5.438267, 3.977646, 50
5.637235, 3.979355, 50
5.836288, 3.981064, 50
6.035427, 3.982773, 50
6.234651, 3.984481, 50
6.433961, 3.986189, 50
6.633355, 3.987896, 50
6.832835, 3.989603, 50
7.032401, 3.991309, 50
7.232052, 3.993016, 50
7.431788, 3.994722, 50
7.631609, 3.996427, 50
7.831516, 3.998133, 50
8.031508, 3.999839, 50
8.231585, 4.001544, 50
8.431747, 4.003250, 50
8.631995, 4.004956, 50
8.832328, 4.006662, 50
9.032747, 4.008368, 50
9.233250, 4.010075, 50
9.433840, 4.011781, 50
9.634514, 4.013488, 50
9.835274, 4.015196, 50
10.036119, 4.016904, 50
10.237050, 4.018612, 50
10.438066, 4.020321, 50
10.639167, 4.022030, 50
10.840354, 4.023740, 50
11.041627, 4.025450, 50
11.242985, 4.027160, 50
11.444428, 4.028871, 50
11.645957, 4.030582, 50
11.847572, 4.032292, 50
12.049272, 4.034003, 50
12.251058, 4.035713, 50
12.452929, 4.037423, 50
12.654886, 4.039133, 50
12.856928, 4.040841, 50
13.059055, 4.042549, 50
13.261268, 4.044255, 50
13.463566, 4.045960, 50
13.665949, 4.047662, 50
13.868417, 4.049363, 50
14.070970, 4.051060, 50
14.273608, 4.052755, 50
14.476330, 4.054446, 50
14.679137, 4.056132, 50
14.882027, 4.057815, 50
15.085002, 4.059492, 50
15.288060, 4.061164, 50
15.491202, 4.062829, 50
15.694426, 4.064487, 50
15.897733, 4.066138, 50
16.110945, 4.264237, 50
16.346858, 4.718272, 50
16.583471, 4.732249, 50
16.820398, 4.738546, 50
17.057220, 4.736435, 50
17.293503, 4.725669, 50
17.528829, 4.706514, 50
17.762815, 4.679712, 50
17.995133, 4.646365, 50
18.225523, 4.607795, 50
18.453791, 4.565378, 50
18.679813, 4.520422, 50
18.903516, 4.474069, 50
19.124878, 4.427247, 50
19.343911, 4.380656, 50
19.560650, 4.334780, 50
19.775146, 4.289915, 50
19.987456, 4.246198, 50
20.197638, 4.203648, 50
20.405748, 4.162185, 50
20.611831, 4.121665, 50
20.815926, 4.081894, 50
21.018058, 4.042647, 50
21.218242, 4.003676, 50
21.416478, 3.964727, 50
21.612755, 3.925545, 50
21.807049, 3.885879, 50
21.999324, 3.845500, 50
22.189534, 3.804205, 50
22.377626, 3.761840, 50
22.563542, 3.718311, 50
22.747223, 3.673614, 50
22.928616, 3.627862, 50
23.107682, 3.581318, 50
23.284403, 3.534428, 50
23.457192, 3.455786, 50
23.623003, 3.316204, 50
23.780545, 3.150853, 50
23.930172, 2.992532, 50
24.072235, 2.841264, 50
24.207075, 2.696803, 50
24.335007, 2.558641, 50
24.456310, 2.426061, 50
24.571220, 2.298202, 50
24.679927, 2.174136, 50
24.782574, 2.052938, 50
24.879262, 1.933748, 50
24.970052, 1.815807, 50
25.054976, 1.698478, 50
25.134039, 1.581257, 50
25.208844, 1.496114, 50
25.290328, 1.629666, 50
25.364403, 1.481518, 50
25.431072, 1.333370, 50
25.490333, 1.185222, 50
25.542187, 1.037074, 50
25.586633, 0.888926, 50
25.623672, 0.740777, 50
25.653303, 0.592629, 50
25.675527, 0.444481, 50
25.690344, 0.296333, 50
25.697753, 0.148185, 50
25.699606, 0.037055, 50
25.699606, 0.000000, 50
