dt,x,y,position,velocity,acceleration,jerk,heading
0.005000,3.580959,8.814806,2.845411,4.105508,-0.512144,-279.765500,0.010360
0.005000,3.601445,8.815019,2.865898,4.097299,-1.641767,-225.924624,0.010472
0.005000,3.621870,8.815234,2.886325,4.085324,-2.394996,-150.645743,0.010584
0.005000,3.642224,8.815451,2.906679,4.070930,-2.878923,-96.785405,0.010696
0.005000,3.662503,8.815669,2.926959,4.055998,-2.986349,-21.485104,0.010808
0.005000,3.682707,8.815888,2.947165,4.041065,-2.986637,-0.057632,0.010920
0.005000,3.702836,8.816109,2.967295,4.026130,-2.986927,-0.057992,0.011032
0.005000,3.722891,8.816332,2.987351,4.011194,-2.987211,-0.056848,0.011144
0.005000,3.742871,8.816556,3.007332,3.996256,-2.987500,-0.057705,0.011256
0.005000,3.762776,8.816781,3.027239,3.981318,-2.987782,-0.056555,0.011369
0.005000,3.782607,8.817007,3.047071,3.966377,-2.988068,-0.057042,0.011481
0.005000,3.802363,8.817235,3.066828,3.951435,-2.988349,-0.056305,0.011594
0.005000,3.822044,8.817465,3.086511,3.936492,-2.988632,-0.056484,0.011706
0.005000,3.841650,8.817695,3.106118,3.921548,-2.988911,-0.055976,0.011819
0.005000,3.861182,8.817927,3.125651,3.906602,-2.989191,-0.055961,0.011932
0.005000,3.880639,8.818160,3.145110,3.891654,-2.989470,-0.055661,0.012045
0.005000,3.900021,8.818395,3.164493,3.876706,-2.989747,-0.055418,0.012157
0.005000,3.919328,8.818631,3.183802,3.861756,-2.990023,-0.055311,0.012270
0.005000,3.938561,8.818868,3.203036,3.846804,-2.990298,-0.054981,0.012383
0.005000,3.957719,8.819106,3.222195,3.831851,-2.990572,-0.054751,0.012496
0.005000,3.976802,8.819346,3.241280,3.816897,-2.990846,-0.054831,0.012609
0.005000,3.995810,8.819586,3.260289,3.801941,-2.991116,-0.054093,0.012722
0.005000,4.014743,8.819828,3.279224,3.786985,-2.991388,-0.054329,0.012835
0.005000,4.033602,8.820072,3.298084,3.772026,-2.991658,-0.054059,0.012947
0.005000,4.052385,8.820316,3.316870,3.757067,-2.991926,-0.053451,0.013060
0.005000,4.071094,8.820561,3.335580,3.742106,-2.992194,-0.053705,0.013173
0.005000,4.089728,8.820808,3.354216,3.727143,-2.992462,-0.053518,0.013286
0.005000,4.108288,8.821055,3.372777,3.712180,-2.992725,-0.052715,0.013399
0.005000,4.126772,8.821304,3.391263,3.697215,-2.992990,-0.052868,0.013512
0.005000,4.145182,8.821554,3.409674,3.682248,-2.993256,-0.053201,0.013625
0.005000,4.163516,8.821805,3.428011,3.667281,-2.993516,-0.052091,0.013737
0.005000,4.181776,8.822057,3.446272,3.652312,-2.993777,-0.052102,0.013850
0.005000,4.199961,8.822310,3.464459,3.637342,-2.994037,-0.052024,0.013963
0.005000,4.218071,8.822563,3.482571,3.622370,-2.994297,-0.052103,0.014075
0.005000,4.236106,8.822818,3.500608,3.607398,-2.994556,-0.051723,0.014188
0.005000,4.254067,8.823074,3.518570,3.592424,-2.994811,-0.051002,0.014300
0.005000,4.271952,8.823331,3.536457,3.577448,-2.995067,-0.051174,0.014413
0.005000,4.289762,8.823589,3.554269,3.562472,-2.995322,-0.050962,0.014525
0.005000,4.307498,8.823847,3.572007,3.547494,-2.995575,-0.050749,0.014637
0.005000,4.325159,8.824107,3.589669,3.532515,-2.995828,-0.050570,0.014749
0.005000,4.342744,8.824367,3.607257,3.517534,-2.996082,-0.050775,0.014862
0.005000,4.360255,8.824628,3.624770,3.502552,-2.996330,-0.049598,0.014974
0.005000,4.377691,8.824891,3.642208,3.487570,-2.996579,-0.049887,0.015085
0.005000,4.395052,8.825153,3.659571,3.472585,-2.996828,-0.049672,0.015197
0.005000,4.412338,8.825417,3.676859,3.457600,-2.997075,-0.049457,0.015309
0.005000,4.429549,8.825682,3.694072,3.442613,-2.997321,-0.049241,0.015420
0.005000,4.446685,8.825947,3.711210,3.427626,-2.997566,-0.049024,0.015532
0.005000,4.463746,8.826213,3.728273,3.412637,-2.997811,-0.048807,0.015643
0.005000,4.480732,8.826479,3.745261,3.397646,-2.998053,-0.048590,0.015754
0.005000,4.497644,8.826747,3.762175,3.382655,-2.998295,-0.048371,0.015866
0.005000,4.514480,8.827015,3.779013,3.367662,-2.998536,-0.048153,0.015976
0.005000,4.531241,8.827284,3.795776,3.352668,-2.998776,-0.047933,0.016087
0.005000,4.547927,8.827553,3.812465,3.337673,-2.999014,-0.047714,0.016198
0.005000,4.564538,8.827823,3.829078,3.322677,-2.999252,-0.047493,0.016308
0.005000,4.581075,8.828094,3.845616,3.307680,-2.999488,-0.047272,0.016419
0.005000,4.597536,8.828365,3.862080,3.292681,-2.999723,-0.047050,0.016529
0.005000,4.613922,8.828637,3.878468,3.277681,-2.999958,-0.046828,0.016639
0.005000,4.630233,8.828909,3.894782,3.262680,-3.000195,-0.047430,0.016749
0.005000,4.646469,8.829182,3.911020,3.247678,-3.000424,-0.045894,0.016858
0.005000,4.662630,8.829455,3.927183,3.232675,-3.000654,-0.045997,0.016968
0.005000,4.678716,8.829729,3.943272,3.217670,-3.000884,-0.045942,0.017077
0.005000,4.694727,8.830003,3.959285,3.202665,-3.001112,-0.045716,0.017186
0.005000,4.710663,8.830278,3.975223,3.187658,-3.001340,-0.045490,0.017295
0.005000,4.726524,8.830553,3.991087,3.172650,-3.001571,-0.046162,0.017404
0.005000,4.742310,8.830829,4.006875,3.157641,-3.001798,-0.045368,0.017512
0.005000,4.758020,8.831105,4.022588,3.142631,-3.002017,-0.043812,0.017621
