dt,x,y,position,velocity,acceleration,jerk,heading
0.005000,4.773656,8.831381,4.038226,3.127620,-3.002240,-0.044588,0.017729
0.005000,4.789217,8.831658,4.053789,3.112608,-3.002462,-0.044592,0.017837
0.005000,4.804702,8.831935,4.069277,3.097594,-3.002695,-0.046538,0.017944
0.005000,4.820113,8.832212,4.084690,3.082580,-3.002903,-0.041530,0.018052
0.005000,4.835448,8.832490,4.100028,3.067564,-3.003121,-0.043676,0.018159
0.005000,4.850708,8.832768,4.115291,3.052547,-3.003348,-0.045331,0.018266
0.005000,4.865893,8.833046,4.130478,3.037529,-3.003564,-0.043213,0.018372
0.005000,4.881003,8.833325,4.145591,3.022511,-3.003771,-0.041404,0.018479
0.005000,4.896038,8.833603,4.160628,3.007491,-3.003994,-0.044711,0.018585
0.005000,4.910998,8.833882,4.175591,2.992470,-3.004210,-0.043088,0.018691
0.005000,4.925882,8.834161,4.190478,2.977448,-3.004410,-0.040100,0.018797
0.005000,4.940692,8.834440,4.205290,2.962424,-3.004639,-0.045621,0.018902
0.005000,4.955426,8.834720,4.220027,2.947400,-3.004838,-0.039975,0.019008
0.005000,4.970085,8.834999,4.234689,2.932375,-3.005045,-0.041418,0.019112
0.005000,4.984670,8.835279,4.249275,2.917349,-3.005269,-0.044769,0.019217
0.005000,4.999178,8.835558,4.263787,2.902321,-3.005454,-0.036916,0.019322
0.005000,5.013612,8.835838,4.278224,2.887293,-3.005687,-0.046549,0.019426
0.005000,5.027971,8.836118,4.292585,2.872264,-3.005867,-0.036040,0.019529
0.005000,5.042254,8.836397,4.306871,2.857233,-3.006091,-0.044816,0.019633
0.005000,5.056462,8.836677,4.321082,2.842202,-3.006278,-0.037399,0.019736
0.005000,5.070596,8.836957,4.335218,2.827169,-3.006494,-0.043275,0.019839
0.005000,5.084653,8.837237,4.349279,2.812136,-3.006681,-0.037306,0.019942
0.005000,5.098636,8.837516,4.363264,2.797101,-3.006897,-0.043254,0.020044
0.005000,5.112544,8.837796,4.377174,2.782066,-3.007075,-0.035617,0.020146
0.005000,5.126376,8.838075,4.391010,2.767029,-3.007300,-0.044898,0.020248
0.005000,5.140133,8.838354,4.404770,2.751992,-3.007467,-0.033371,0.020349
0.005000,5.153815,8.838633,4.418454,2.736954,-3.007691,-0.044790,0.020450
0.005000,5.167422,8.838912,4.432064,2.721914,-3.007864,-0.034677,0.020551
0.005000,5.180953,8.839191,4.445598,2.706874,-3.008063,-0.039820,0.020651
0.005000,5.194410,8.839470,4.459057,2.691833,-3.008266,-0.040655,0.020751
0.005000,5.207791,8.839748,4.472441,2.676791,-3.008437,-0.034154,0.020851
0.005000,5.221096,8.840026,4.485750,2.661747,-3.008647,-0.041913,0.020951
0.005000,5.234327,8.840304,4.498984,2.646703,-3.008829,-0.036486,0.021050
0.005000,5.247482,8.840582,4.512142,2.631658,-3.009006,-0.035462,0.021148
0.005000,5.260563,8.840859,4.525225,2.616612,-3.009210,-0.040766,0.021247
0.005000,5.273567,8.841136,4.538233,2.601565,-3.009392,-0.036331,0.021345
0.005000,5.286497,8.841413,4.551165,2.586517,-3.009566,-0.034791,0.021442
0.005000,5.299351,8.841689,4.564023,2.571469,-3.009752,-0.037316,0.021540
0.005000,5.312131,8.841965,4.576805,2.556419,-3.009956,-0.040689,0.021637
0.005000,5.324834,8.842241,4.589512,2.541368,-3.010115,-0.031895,0.021733
0.005000,5.337463,8.842516,4.602143,2.526317,-3.010296,-0.036242,0.021829
0.005000,5.350016,8.842790,4.614700,2.511264,-3.010477,-0.036025,0.021925
0.005000,5.362494,8.843065,4.627181,2.496211,-3.010672,-0.039045,0.022021
0.005000,5.374897,8.843338,4.639586,2.481157,-3.010836,-0.032925,0.022116
0.005000,5.387225,8.843612,4.651917,2.466102,-3.011009,-0.034599,0.022210
0.005000,5.399477,8.843884,4.664172,2.451046,-3.011185,-0.035140,0.022305
0.005000,5.411654,8.844157,4.676352,2.435989,-3.011360,-0.034919,0.022398
0.005000,5.423755,8.844428,4.688457,2.420931,-3.011533,-0.034698,0.022492
0.005000,5.435782,8.844699,4.700486,2.405873,-3.011715,-0.036434,0.022585
0.005000,5.447733,8.844970,4.712440,2.390813,-3.011879,-0.032685,0.022678
0.005000,5.459608,8.845240,4.724319,2.375753,-3.012046,-0.033402,0.022770
0.005000,5.471409,8.845509,4.736122,2.360692,-3.012215,-0.033800,0.022862
0.005000,5.483134,8.845778,4.747851,2.345630,-3.012383,-0.033576,0.022953
0.005000,5.494784,8.846046,4.759503,2.330567,-3.012549,-0.033352,0.023044
0.005000,5.506358,8.846313,4.771081,2.315504,-3.012715,-0.033127,0.023135
0.005000,5.517857,8.846580,4.782583,2.300439,-3.012880,-0.032901,0.023225
0.005000,5.529281,8.846845,4.794010,2.285374,-3.013043,-0.032675,0.023315
0.005000,5.540629,8.847111,4.805361,2.270308,-3.013205,-0.032448,0.023404
0.005000,5.551902,8.847375,4.816638,2.255241,-3.013366,-0.032221,0.023493
0.005000,5.563100,8.847639,4.827839,2.240174,-3.013526,-0.031993,0.023581
0.005000,5.574223,8.847901,4.838964,2.225105,-3.013685,-0.031764,0.023669
0.005000,5.585270,8.848163,4.850014,2.210036,-3.013843,-0.031535,0.023757
0.005000,5.596241,8.848425,4.860989,2.194966,-3.013999,-0.031305,0.023844
0.005000,5.607138,8.848685,4.871889,2.179895,-3.014155,-0.031075,0.023930
0.005000,5.617959,8.848944,4.882713,2.164824,-3.014309,-0.030844,0.024017
0.005000,5.628704,8.849203,4.893461,2.149751,-3.014462,-0.030613,0.024102
0.005000,5.639375,8.849461,4.904135,2.134678,-3.014614,-0.030380,0.024188
0.005000,5.649970,8.849717,4.914733,2.119604,-3.014781,-0.033447,0.024272
0.005000,5.660489,8.849973,4.925256,2.104530,-3.014917,-0.027076,0.024357
0.005000,5.670933,8.850228,4.935703,2.089455,-3.015065,-0.029634,0.024441
0.005000,5.681302,8.850482,4.946075,2.074378,-3.015212,-0.029456,0.024524
0.005000,5.691595,8.850735,4.956371,2.059302,-3.015358,-0.029220,0.024607
0.005000,5.701813,8.850987,4.966592,2.044224,-3.015503,-0.028985,0.024690
0.005000,5.711956,8.851238,4.976738,2.029146,-3.015673,-0.034064,0.024771
0.005000,5.722023,8.851488,4.986808,2.014067,-3.015793,-0.024007,0.024853
0.005000,5.732015,8.851736,4.996803,1.998987,-3.015933,-0.027934,0.024934
0.005000,5.741932,8.851984,5.006723,1.983907,-3.016073,-0.028046,0.025014
0.005000,5.751773,8.852231,5.016567,1.968826,-3.016237,-0.032711,0.025095
0.005000,5.761538,8.852476,5.026336,1.953744,-3.016365,-0.025559,0.025174
0.005000,5.771229,8.852721,5.036029,1.938661,-3.016489,-0.024942,0.025253
0.005000,5.780843,8.852964,5.045647,1.923578,-3.016632,-0.028553,0.025332
0.005000,5.790383,8.853206,5.055189,1.908494,-3.016797,-0.033022,0.025410
0.005000,5.799847,8.853447,5.064656,1.893410,-3.016895,-0.019532,0.025487
0.005000,5.809235,8.853686,5.074048,1.878325,-3.017033,-0.027698,0.025564
0.005000,5.818548,8.853925,5.083364,1.863239,-3.017203,-0.033943,0.025641
0.005000,5.827786,8.854162,5.092605,1.848152,-3.017290,-0.017344,0.025717
0.005000,5.836948,8.854398,5.101770,1.833065,-3.017442,-0.030367,0.025792
0.005000,5.846035,8.854633,5.110860,1.817977,-3.017581,-0.027883,0.025867
0.005000,5.855047,8.854866,5.119875,1.802889,-3.017674,-0.018598,0.025942
0.005000,5.863983,8.855099,5.128814,1.787799,-3.017858,-0.036786,0.026015
0.005000,5.872843,8.855330,5.137677,1.772710,-3.017930,-0.014392,0.026089
0.005000,5.881628,8.855559,5.146465,1.757619,-3.018091,-0.032137,0.026162
0.005000,5.890338,8.855787,5.155178,1.742528,-3.018197,-0.021330,0.026234
0.005000,5.898972,8.856014,5.163815,1.727437,-3.018326,-0.025811,0.026306
0.005000,5.907531,8.856240,5.172377,1.712344,-3.018452,-0.025178,0.026377
0.005000,5.916014,8.856464,5.180863,1.697252,-3.018565,-0.022632,0.026448
0.005000,5.924422,8.856687,5.189274,1.682158,-3.018694,-0.025812,0.026518
0.005000,5.932754,8.856908,5.197609,1.667064,-3.018808,-0.022723,0.026588
0.005000,5.941011,8.857128,5.205869,1.651969,-3.018924,-0.023113,0.026657
0.005000,5.949193,8.857346,5.214053,1.636874,-3.019055,-0.026206,0.026725
0.005000,5.957299,8.857563,5.222162,1.621778,-3.019139,-0.016954,0.026793
0.005000,5.965329,8.857779,5.230196,1.606682,-3.019305,-0.033206,0.026861
0.005000,5.973284,8.857993,5.238154,1.591585,-3.019362,-0.011291,0.026928
0.005000,5.981164,8.858205,5.246036,1.576488,-3.019520,-0.031611,0.026994
0.005000,5.988968,8.858416,5.253843,1.561389,-3.019609,-0.017888,0.027060
0.005000,5.996697,8.858625,5.261574,1.546291,-3.019702,-0.018511,0.027125
0.005000,6.004350,8.858833,5.269230,1.531192,-3.019871,-0.033808,0.027189
0.005000,6.011927,8.859040,5.276811,1.516092,-3.019922,-0.010195,0.027254
0.005000,6.019430,8.859244,5.284316,1.500992,-3.020033,-0.022147,0.027317
0.005000,6.026856,8.859448,5.291745,1.485891,-3.020190,-0.031501,0.027380
0.005000,6.034207,8.859649,5.299099,1.470790,-3.020245,-0.010895,0.027442
0.005000,6.041483,8.859849,5.306378,1.455688,-3.020351,-0.021182,0.027504
0.005000,6.048683,8.860047,5.313581,1.440585,-3.020484,-0.026601,0.027565
0.005000,6.055808,8.860244,5.320708,1.425483,-3.020575,-0.018268,0.027626
0.005000,6.062857,8.860439,5.327760,1.410379,-3.020660,-0.016929,0.027686
0.005000,6.069831,8.860632,5.334736,1.395275,-3.020761,-0.020271,0.027745
0.005000,6.076729,8.860824,5.341637,1.380171,-3.020880,-0.023805,0.027804
0.005000,6.083552,8.861014,5.348462,1.365066,-3.020977,-0.019416,0.027863
0.005000,6.090299,8.861202,5.355212,1.349961,-3.021056,-0.015812,0.027920
0.005000,6.096971,8.861389,5.361887,1.334855,-3.021153,-0.019354,0.027977
0.005000,6.103567,8.861574,5.368485,1.319749,-3.021248,-0.019125,0.028034
0.005000,6.110087,8.861757,5.375009,1.304642,-3.021343,-0.018895,0.028090
0.005000,6.116533,8.861938,5.381456,1.289535,-3.021458,-0.023065,0.028145
0.005000,6.122902,8.862117,5.387828,1.274427,-3.021529,-0.014073,0.028200
0.005000,6.129196,8.862295,5.394125,1.259319,-3.021617,-0.017719,0.028254
0.005000,6.135415,8.862471,5.400346,1.244211,-3.021707,-0.017968,0.028308
0.005000,6.141558,8.862645,5.406492,1.229102,-3.021796,-0.017737,0.028361
0.005000,6.147625,8.862817,5.412561,1.213992,-3.021883,-0.017505,0.028413
0.005000,6.153617,8.862988,5.418556,1.198882,-3.021970,-0.017273,0.028465
0.005000,6.159534,8.863156,5.424475,1.183772,-3.022055,-0.017041,0.028516
0.005000,6.165375,8.863323,5.430318,1.168661,-3.022139,-0.016808,0.028566
0.005000,6.171140,8.863488,5.436086,1.153550,-3.022222,-0.016574,0.028616
0.005000,6.176830,8.863651,5.441778,1.138439,-3.022303,-0.016341,0.028665
0.005000,6.182444,8.863812,5.447395,1.123327,-3.022384,-0.016107,0.028714
0.005000,6.187983,8.863971,5.452936,1.108215,-3.022463,-0.015873,0.028762
0.005000,6.193446,8.864129,5.458401,1.093102,-3.022542,-0.015638,0.028810
0.005000,6.198834,8.864284,5.463791,1.077989,-3.022619,-0.015403,0.028856
0.005000,6.204146,8.864438,5.469106,1.062875,-3.022694,-0.015168,0.028903
0.005000,6.209383,8.864589,5.474344,1.047761,-3.022769,-0.014932,0.028948
0.005000,6.214544,8.864739,5.479508,1.032647,-3.022843,-0.014696,0.028993
0.005000,6.219629,8.864886,5.484595,1.017533,-3.022915,-0.014459,0.029037
0.005000,6.224639,8.865032,5.489607,1.002418,-3.022986,-0.014223,0.029081
0.005000,6.229574,8.865175,5.494544,0.987302,-3.023056,-0.013986,0.029124
0.005000,6.234433,8.865317,5.499405,0.972187,-3.023144,-0.017695,0.029167
0.005000,6.239216,8.865457,5.504190,0.957071,-3.023203,-0.011767,0.029208
0.005000,6.243924,8.865594,5.508900,0.941954,-3.023261,-0.011637,0.029250
0.005000,6.248556,8.865730,5.513534,0.926838,-3.023327,-0.013040,0.029290
0.005000,6.253113,8.865864,5.518093,0.911721,-3.023391,-0.012801,0.029330
0.005000,6.257594,8.865995,5.522576,0.896604,-3.023457,-0.013372,0.029369
0.005000,6.261999,8.866125,5.526983,0.881486,-3.023555,-0.019569,0.029408
0.005000,6.266329,8.866252,5.531315,0.866368,-3.023578,-0.004621,0.029446
0.005000,6.270584,8.866378,5.535571,0.851250,-3.023638,-0.011849,0.029483
0.005000,6.274762,8.866501,5.539752,0.836131,-3.023696,-0.011609,0.029520
0.005000,6.278866,8.866622,5.543857,0.821012,-3.023807,-0.022282,0.029556
0.005000,6.282893,8.866741,5.547886,0.805893,-3.023812,-0.001010,0.029591
0.005000,6.286846,8.866858,5.551840,0.790774,-3.023866,-0.010713,0.029626
0.005000,6.290722,8.866973,5.555719,0.775654,-3.023956,-0.018056,0.029660
0.005000,6.294523,8.867086,5.559521,0.760534,-3.024001,-0.009001,0.029694
0.005000,6.298249,8.867197,5.563248,0.745414,-3.024025,-0.004811,0.029727
0.005000,6.301898,8.867305,5.566900,0.730293,-3.024118,-0.018645,0.029759
0.005000,6.305473,8.867412,5.570476,0.715173,-3.024155,-0.007394,0.029790
0.005000,6.308971,8.867516,5.573976,0.700052,-3.024174,-0.003683,0.029821
0.005000,6.312395,8.867618,5.577401,0.684930,-3.024294,-0.024156,0.029851
0.005000,6.315742,8.867718,5.580750,0.669809,-3.024274,0.004022,0.029881
0.005000,6.319014,8.867816,5.584023,0.654687,-3.024352,-0.015608,0.029910
0.005000,6.322210,8.867912,5.587221,0.639565,-3.024403,-0.010179,0.029938
0.005000,6.325331,8.868005,5.590343,0.624443,-3.024416,-0.002601,0.029966
0.005000,6.328377,8.868097,5.593390,0.609320,-3.024517,-0.020102,0.029993
0.005000,6.331346,8.868186,5.596361,0.594198,-3.024486,0.006105,0.030019
0.005000,6.334240,8.868273,5.599256,0.579075,-3.024615,-0.025699,0.030045
0.005000,6.337059,8.868357,5.602076,0.563952,-3.024562,0.010463,0.030070
0.005000,6.339802,8.868440,5.604820,0.548829,-3.024697,-0.026923,0.030094
0.005000,6.342469,8.868520,5.607488,0.533705,-3.024645,0.010426,0.030117
0.005000,6.345061,8.868598,5.610081,0.518582,-3.024764,-0.023726,0.030140
0.005000,6.347577,8.868674,5.612599,0.503458,-3.024734,0.005947,0.030163
0.005000,6.350017,8.868748,5.615040,0.488334,-3.024814,-0.016061,0.030184
0.005000,6.352382,8.868819,5.617406,0.473210,-3.024829,-0.003023,0.030205
0.005000,6.354672,8.868889,5.619697,0.458085,-3.024849,-0.003881,0.030226
0.005000,6.356886,8.868956,5.621912,0.442961,-3.024931,-0.016531,0.030245
0.005000,6.359024,8.869020,5.624051,0.427836,-3.024899,0.006536,0.030264
0.005000,6.361086,8.869083,5.626114,0.412711,-3.024977,-0.015645,0.030283
0.005000,6.363073,8.869143,5.628102,0.397586,-3.024993,-0.003223,0.030300
0.005000,6.364985,8.869201,5.630015,0.382461,-3.024992,0.000127,0.030317
0.005000,6.366821,8.869257,5.631851,0.367336,-3.025069,-0.015405,0.030334
0.005000,6.368581,8.869310,5.633612,0.352211,-3.025069,0.000044,0.030349
0.005000,6.370265,8.869361,5.635298,0.337085,-3.025075,-0.001266,0.030364
0.005000,6.371875,8.869410,5.636908,0.321960,-3.025126,-0.010082,0.030379
0.005000,6.373408,8.869457,5.638442,0.306834,-3.025160,-0.006838,0.030392
0.005000,6.374866,8.869501,5.639900,0.291708,-3.025148,0.002412,0.030405
0.005000,6.376248,8.869543,5.641283,0.276582,-3.025171,-0.004554,0.030418
0.005000,6.377555,8.869583,5.642590,0.261456,-3.025217,-0.009186,0.030429
0.005000,6.378786,8.869620,5.643822,0.246330,-3.025235,-0.003577,0.030440
0.005000,6.379941,8.869656,5.644978,0.231204,-3.025229,0.001083,0.030451
0.005000,6.381021,8.869688,5.646058,0.216078,-3.025247,-0.003611,0.030460
0.005000,6.382026,8.869719,5.647063,0.200951,-3.025264,-0.003375,0.030469
0.005000,6.382954,8.869747,5.647992,0.185825,-3.025294,-0.005940,0.030478
0.005000,6.383807,8.869773,5.648846,0.170698,-3.025312,-0.003721,0.030485
0.005000,6.384585,8.869797,5.649624,0.155572,-3.025305,0.001521,0.030492
0.005000,6.385287,8.869818,5.650326,0.140445,-3.025317,-0.002431,0.030498
0.005000,6.385913,8.869838,5.650953,0.125319,-3.025328,-0.002195,0.030504
0.005000,6.386464,8.869854,5.651503,0.110192,-3.025338,-0.001958,0.030509
0.005000,6.386939,8.869869,5.651979,0.095065,-3.025346,-0.001722,0.030513
0.005000,6.387338,8.869881,5.652379,0.079938,-3.025354,-0.001486,0.030517
0.005000,6.387662,8.869891,5.652703,0.064812,-3.025360,-0.001249,0.030520
0.005000,6.387911,8.869899,5.652951,0.049685,-3.025365,-0.001013,0.030522
0.005000,6.388083,8.869904,5.653124,0.034558,-3.025369,-0.000777,0.030523
0.005000,6.388187,8.869907,5.653228,0.020784,-2.754805,54.112742,0.030524
0.005000,6.388238,8.869909,5.653279,0.010254,-2.106069,129.747335,0.030525
0.005000,6.388256,8.869909,5.653296,0.003505,-1.349726,151.268581,0.030525
0.005000,6.388259,8.869909,5.653299,0.000538,-0.593382,151.268669,0.030525
0.005000,6.388259,8.869909,5.653299,0.000000,-0.107605,97.155404,0.030525
